"nm" "nmqm" "wfl" "rooms" "bj" "bez" "wohngut" "wohnbest" "ww0" "zh0" "badkach0" "badextra" "kueche"
664.78 10.07 66 3 1957.5 "Laim" 0 0 0 0 1 0 0
1835 12.23 150 5 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 0 0 0
351.75 5.5 64 2 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 0
579 8.64 67 3 1957.5 "Obergiesing" 0 0 0 0 1 0 0
456 12.67 36 1 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 0
1250 13.44 93 3 1924 "Schwabing West" 0 0 0 0 1 0 0
644.05 5.75 112 4 1918 "Schwabing-Freimann" 0 1 1 0 1 0 0
227 3.98 57 3 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
781.6 11.01 71 2 1957.5 "Schwabing West" 1 0 0 0 1 0 0
1144.49 10.13 113 5 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
440 9.78 45 1 1957.5 "Schwabing West" 1 0 0 0 1 0 0
1179.67 10.08 117 4 1918 "Au-Haidhausen" 1 0 0 0 1 0 0
681 9.59 71 2 2000.5 "Ramersdorf-Perlach" 1 0 0 0 1 0 0
484 6.72 72 3 1983 "Schwabing-Freimann" 0 0 0 0 0 0 0
429.04 6.31 68 3 1939 "Milbersthofen-Am Hart" 0 0 0 1 0 0 0
469.35 13.41 35 1 1957.5 "Thalkirchen..." 1 0 0 0 1 0 1
900 10.84 83 3 2000.5 "Thalkirchen..." 0 0 0 0 1 0 1
519 6.92 75 3 1939 "Laim" 0 0 0 1 1 0 0
720 10.75 67 3 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
750 11.9 63 2 1972 "Maxvorstadt" 1 0 0 0 1 0 0
245 6.62 37 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 1 1 0 0
785 10.61 74 3 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
672.18 7.23 93 4 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
1120 14 80 4 1918 "Maxvorstadt" 0 0 0 0 1 0 1
415 11.53 36 1 1918 "Schwanthalerhöhe" 0 0 0 0 1 0 0
380.2 6.44 59 2 1957.5 "Sendling" 0 0 0 0 1 0 0
1308.7 15.58 84 3 2010 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
920 10.95 84 3 1972 "Trudering-Riem" 0 0 0 0 1 0 0
2425 15.35 158 4 2006.5 "Maxvorstadt" 1 0 0 0 1 0 0
460 7.93 58 3 1924 "Bogenhausen" 0 1 0 0 1 0 0
797.35 8.86 90 3 1972 "Berg am Laim" 0 0 0 0 1 0 0
900 12.86 70 3 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
606.43 9.05 67 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
1195 9.19 130 4 1918 "Sendling" 0 0 0 0 1 0 0
640 12.8 50 2 1983 "Thalkirchen..." 1 0 0 0 1 0 0
993 12.73 78 3 1918 "Au-Haidhausen" 1 0 0 1 0 0 0
257.24 6.27 41 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 1 0 0 0
800 10 80 3 1972 "Au-Haidhausen" 1 0 0 0 1 1 0
723.54 6.7 108 5 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 1 0
690.37 10.79 64 2 1918 "Neuhausen-Nymphenburg" 1 0 0 0 1 1 0
1290 12.9 100 3 1957.5 "Altstadt-Lehel" 0 1 0 0 1 1 0
615 6.68 92 4 1939 "Obergiesing" 0 0 0 0 1 0 0
301 5.79 52 2 1918 "Sendling" 0 0 0 0 0 0 0
750 8.33 90 4 1957.5 "Moosach" 0 0 0 1 1 0 0
467.05 8.05 58 2 1918 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
790 10.53 75 3 1939 "Laim" 1 0 0 0 1 0 0
618.6 10.31 60 2 1957.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
670 11.96 56 2 1992.5 "Hadern" 0 0 0 0 1 0 1
875 11.99 73 3 2000.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 1
800 13.33 60 2 1957.5 "Schwabing West" 1 0 0 0 1 0 0
640 10 64 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 0 0 0
1220 10.17 120 4 1957.5 "Moosach" 0 0 0 0 1 1 0
1900 15.83 120 4 2000.5 "Schwanthalerhöhe" 0 0 0 0 1 0 1
887.75 10.44 85 4 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
650 12.5 52 2 1992.5 "Obergiesing" 0 0 0 0 1 0 0
657.53 7.65 86 3 1918 "Neuhausen-Nymphenburg" 0 0 1 1 0 0 0
652.82 9.89 66 3 1939 "Allach-Untermenzing" 0 0 0 0 1 0 0
879.85 10.11 87 4 1983 "Ramersdorf-Perlach" 1 0 0 0 1 0 0
570 7.13 80 1 1992.5 "Pasing-Obermenzing" 1 0 0 0 1 0 1
790 9.88 80 3 1924 "Neuhausen-Nymphenburg" 0 1 0 0 1 0 0
1184.5 15.38 77 4 1957.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
624 10.76 58 2 1972 "Moosach" 0 0 0 0 1 0 0
461.2 11.53 40 2 1957.5 "Obergiesing" 0 0 0 0 1 0 0
399 10.78 37 1 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
930 13.29 70 2 1957.5 "Schwabing West" 1 0 0 0 1 0 1
630 12.86 49 2 2000.5 "Pasing-Obermenzing" 1 0 0 0 1 0 0
825 10.71 77 3 1972 "Untergiesing" 1 0 0 0 1 0 0
758 9.36 81 3 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
730.71 10.01 73 3 1983 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 0 0 0
716 8.52 84 4 1957.5 "Pasing-Obermenzing" 1 0 0 0 1 0 0
560.35 7.47 75 3 1939 "Obergiesing" 0 0 0 0 1 0 0
1450 13.3 109 4 1992.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
2101 15.68 134 5 2000.5 "Pasing-Obermenzing" 1 0 0 0 1 0 1
587.83 5.6 105 4 1983 "Allach-Untermenzing" 0 0 0 0 1 1 0
550 13.75 40 1 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 1
590 11.8 50 2 1957.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 1
640.33 10.67 60 2 1939 "Laim" 1 0 0 0 1 0 0
547 5.58 98 4 1924 "Schwabing-Freimann" 0 0 0 1 1 0 0
636.28 8.96 71 3 1972 "Sendling" 0 0 0 0 0 0 0
1021 13.61 75 2 1918 "Maxvorstadt" 1 0 0 0 1 0 0
2440 9.76 250 6 1918 "Schwabing West" 1 0 0 0 1 0 0
1035 12.32 84 4 1972 "Untergiesing" 1 0 0 0 1 1 0
1072.32 7.77 138 5 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 1 0
750 16.3 46 2 1972 "Schwabing West" 1 0 0 0 1 0 0
780 10 78 3 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
845 13.2 64 2 2012.5 "Moosach" 0 0 0 0 1 1 1
975 10.05 97 4 1983 "Obergiesing" 0 0 0 0 1 1 0
602.5 9.72 62 2 1972 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
870 13.81 63 2 1992.5 "Untergiesing" 1 0 0 0 1 0 0
750 10.14 74 2 1983 "Pasing-Obermenzing" 1 0 0 0 1 0 0
1460 15.37 95 3 1957.5 "Pasing-Obermenzing" 1 0 0 0 1 0 1
560 8.75 64 2 1957.5 "Schwanthalerhöhe" 0 0 0 1 1 0 1
1274 14.81 86 3 1972 "Schwabing-Freimann" 1 0 0 0 1 0 0
938 12.85 73 3 1924 "Schwabing West" 1 0 0 0 1 0 0
1423.14 16.74 85 2 1972 "Schwabing-Freimann" 0 1 0 0 0 0 1
760 10.13 75 2 1918 "Sendling" 0 0 0 0 1 0 0
780 12.38 63 3 1918 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
1000 8 125 6 1957.5 "Fledmoching-Hasenbergel" 0 0 0 1 1 0 0
681.46 11.96 57 2 1983 "Schwabing West" 1 0 0 0 1 0 0
1300 13 100 3 1918 "Altstadt-Lehel" 1 0 0 0 1 0 0
1050 17.5 60 2 2000.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 1
946.25 7.89 120 4 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
1378 13.12 105 4 1957.5 "Obergiesing" 0 0 0 1 1 0 0
591 6.95 85 4 1957.5 "Au-Haidhausen" 1 0 0 0 0 0 0
598.46 12.47 48 2 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 1
720 9.23 78 2 1918 "Altstadt-Lehel" 0 1 0 0 1 0 1
987.08 10.07 98 4 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 0
505.9 10.12 50 2 1918 "Au-Haidhausen" 1 0 0 0 1 0 0
506.32 10.13 50 2 1939 "Schwabing-Freimann" 0 0 0 0 1 0 0
1000 13.33 75 3 1957.5 "Maxvorstadt" 0 1 0 0 1 0 0
627 11 57 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
510 9.27 55 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 1 1 0 1
611.67 11.33 54 2 1972 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
990 11.79 84 3 2000.5 "Trudering-Riem" 1 0 0 0 1 1 1
950 16.1 59 2 1957.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
930 11.63 80 3 1972 "Hadern" 1 0 0 0 1 0 0
1180 9.83 120 2 1939 "Hadern" 0 0 0 0 1 1 1
950 11.88 80 3 1992.5 "Thalkirchen..." 0 0 0 0 1 0 1
710 8.77 81 3 1972 "Berg am Laim" 0 0 0 0 1 0 0
1087.68 9.06 120 4 1992.5 "Berg am Laim" 0 0 0 0 1 0 0
1134.93 9.87 115 4 1992.5 "Berg am Laim" 0 0 0 0 1 0 0
590 10.93 54 2 1972 "Thalkirchen..." 1 0 0 0 1 0 1
900 14.29 63 2 1983 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 1 1
926.9 12.53 74 3 1939 "Schwanthalerhöhe" 0 0 0 0 1 0 1
276 9.86 28 1 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 0 0
1578.32 12.63 125 3 1983 "Schwanthalerhöhe" 0 0 0 0 0 0 0
1300 15.85 82 3 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 1 1
727.77 8.88 82 4 1957.5 "Schwabing West" 1 0 0 0 1 0 0
800 10 80 3 1972 "Moosach" 0 0 0 1 1 0 1
945 11.67 81 4 2006.5 "Moosach" 0 0 0 0 1 0 0
660 10.31 64 2 1939 "Aubing..." 0 0 0 0 0 0 1
440 12.22 36 2 1939 "Neuhausen-Nymphenburg" 0 0 0 1 1 0 0
392 8 49 2 1939 "Allach-Untermenzing" 0 0 0 0 1 0 0
1087.6 14.31 76 3 1983 "Au-Haidhausen" 1 0 0 0 1 1 1
692.96 7.29 95 4 1918 "Au-Haidhausen" 0 0 0 0 1 0 0
1050 8.33 126 4 1918 "Bogenhausen" 1 0 0 1 1 0 0
1235 11.44 108 4 1957.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
850 10.37 82 3 1918 "Schwabing-Freimann" 1 0 0 0 1 0 0
746.33 8.29 90 3 1918 "Au-Haidhausen" 1 0 0 0 1 1 0
530 10.19 52 2 1957.5 "Moosach" 0 0 0 0 1 0 0
770 8.95 86 3 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 0 0 0
1450 15.1 96 4 1924 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 1 0
1064 7.09 150 5 1918 "Altstadt-Lehel" 1 0 0 0 0 0 0
786 12.89 61 3 1939 "Laim" 0 0 0 0 1 0 0
716.34 11.55 62 2 2000.5 "Trudering-Riem" 0 0 0 0 1 0 1
835 10.18 82 3 1983 "Schwabing West" 1 0 0 0 1 1 0
654 10.72 61 3 1983 "Sendling-Westpark" 0 0 0 0 1 0 0
1050 12.35 85 3 2012.5 "Sendling-Westpark" 0 0 0 0 1 0 1
1090 11.12 98 3 1983 "Pasing-Obermenzing" 1 0 0 0 1 1 1
2820 14.1 200 4 1992.5 "Pasing-Obermenzing" 1 0 0 0 1 0 0
475 14.84 32 1 1972 "Schwabing-Freimann" 1 0 0 0 1 0 0
700 12.73 55 2 1918 "Untergiesing" 0 0 0 1 1 0 1
523.75 7.82 67 3 1957.5 "Schwabing West" 1 0 0 0 1 0 0
521.64 9.66 54 2 1918 "Neuhausen-Nymphenburg" 0 0 0 1 1 0 0
525 7.5 70 2 1924 "Schwanthalerhöhe" 0 0 0 0 1 0 0
897 16.92 53 2 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
750 11.72 64 2 1992.5 "Trudering-Riem" 1 0 0 0 1 0 1
655 12.6 52 2 2000.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
450 15.52 29 1 1972 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 1
469.25 5.1 92 4 1972 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 0
980 12.25 80 3 2006.5 "Aubing..." 0 0 0 0 1 0 0
735 8.86 83 3 1983 "Obergiesing" 0 0 0 0 1 0 1
640 9.7 66 2 1972 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
1650 15 110 3 2000.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 1
1196 11.07 108 3 1983 "Untergiesing" 0 1 0 0 1 1 1
970 10.21 95 4 1983 "Pasing-Obermenzing" 0 0 0 0 1 0 0
735.1 9.19 80 3 1957.5 "Bogenhausen" 1 0 0 0 1 0 0
869.69 9.15 95 4 1972 "Aubing..." 0 0 0 0 1 1 1
780 11.82 66 2 1983 "Schwabing-Freimann" 1 0 0 0 1 0 0
350 14.58 24 1 1924 "Schwabing-Freimann" 0 0 0 0 1 0 0
1040 10.95 95 3 1983 "Pasing-Obermenzing" 1 0 0 0 1 0 0
1205 10.86 111 5 1918 "Schwabing West" 1 0 0 0 0 0 0
630 15 42 1 1992.5 "Schwabing West" 1 0 0 0 1 0 0
755 13.73 55 3 1924 "Schwabing West" 1 0 0 0 1 0 0
850 12.5 68 3 1939 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
750 12.5 60 2 1992.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 1
1808.63 12.56 144 5 1957.5 "Hadern" 1 0 0 0 1 1 1
821.88 13.05 63 2 1957.5 "Neuhausen-Nymphenburg" 0 0 0 1 1 0 0
540 10.19 53 2 1957.5 "Hadern" 1 0 0 0 1 0 0
690 9.2 75 3 1957.5 "Sendling-Westpark" 1 0 0 0 1 0 0
336.03 7.3 46 2 1957.5 "Sendling-Westpark" 0 0 0 1 0 0 0
895 11.62 77 2 2012.5 "Obergiesing" 0 0 0 0 1 1 0
904.4 9.23 98 4 2000.5 "Au-Haidhausen" 1 0 0 0 1 0 0
972.57 11.86 82 3 1924 "Au-Haidhausen" 1 0 0 0 1 0 0
415 8.83 47 2 1957.5 "Laim" 0 0 0 0 1 0 0
494 11.49 43 2 2006.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
1025 16.27 63 2 1918 "Au-Haidhausen" 1 0 0 0 1 0 0
1100 13.75 80 3 1918 "Au-Haidhausen" 1 0 0 0 0 0 0
900 9.18 98 4 1992.5 "Berg am Laim" 0 0 0 0 1 0 0
1000 12.5 80 4 2006.5 "Trudering-Riem" 1 0 0 0 1 1 1
870 12.61 69 3 1992.5 "Trudering-Riem" 1 0 0 0 1 0 1
1120 11.2 100 4 1992.5 "Ramersdorf-Perlach" 0 0 0 0 1 1 1
1170 12.06 97 4 1957.5 "Ramersdorf-Perlach" 1 0 0 0 1 1 0
900 10.98 82 3 2000.5 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
800 10 80 3 1983 "Pasing-Obermenzing" 1 0 0 0 1 0 1
800 15.38 52 2 1939 "Pasing-Obermenzing" 1 0 0 0 1 0 1
770 14.26 54 2 1918 "Schwabing-Freimann" 0 0 0 0 1 0 1
920 10.7 86 3 1972 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
1036 14.19 73 2 2006.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
700 11.67 60 2 1972 "Sendling" 0 0 0 0 1 0 0
720 10.43 69 3 1939 "Hadern" 1 0 0 0 1 0 0
800 9.52 84 4 1983 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
1192 11.57 103 4 1983 "Thalkirchen..." 0 1 0 0 1 0 0
270 11.25 24 1 1972 "Thalkirchen..." 0 0 0 0 0 0 0
655.41 9.64 68 3 1957.5 "Sendling" 0 0 0 0 1 0 0
264.74 5.29 50 3 1939 "Thalkirchen..." 0 0 1 0 0 0 0
1374.85 13.48 102 4 1983 "Thalkirchen..." 0 1 0 0 1 0 0
990 13.2 75 3 1992.5 "Untergiesing" 0 1 0 0 1 0 1
655 9.1 72 3 1972 "Obergiesing" 0 0 0 0 1 0 0
970 10.9 89 3 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
850 10 85 3 1983 "Moosach" 0 0 0 0 1 1 0
580 11.84 49 2 1972 "Trudering-Riem" 0 0 0 0 1 0 0
768 10.24 75 3 1957.5 "Trudering-Riem" 0 0 0 0 0 0 1
775 10.06 77 3 1983 "Bogenhausen" 1 0 0 0 1 0 1
832 15.7 53 2 1972 "Bogenhausen" 1 0 0 0 1 0 1
980 10.43 94 3 1972 "Bogenhausen" 1 0 0 0 1 0 0
660.7 11.39 58 2 1992.5 "Allach-Untermenzing" 0 0 0 0 1 0 0
1200 12.77 94 4 1957.5 "Allach-Untermenzing" 1 0 0 0 1 1 1
1060 10.1 105 4 1972 "Allach-Untermenzing" 1 0 0 0 1 1 0
353.2 4.77 74 3 1957.5 "Obergiesing" 0 0 0 0 1 0 0
2000 10 200 5 2000.5 "Sendling-Westpark" 1 0 0 0 1 0 1
980 10.65 92 4 1972 "Sendling-Westpark" 0 0 0 0 1 0 0
551.3 15.75 35 1 1972 "Schwabing West" 1 0 0 0 1 0 1
590 10.73 55 2 1957.5 "Aubing..." 0 0 0 0 1 0 0
1350 11.64 116 4 1918 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
1250 12.89 97 3 1957.5 "Neuhausen-Nymphenburg" 0 1 0 0 1 1 0
920 12.78 72 3 1957.5 "Altstadt-Lehel" 0 1 0 0 1 0 0
2075 14.82 140 4 2006.5 "Altstadt-Lehel" 0 0 0 0 1 1 0
530 11.04 48 2 1957.5 "Bogenhausen" 1 0 0 0 0 0 1
762 10.89 70 3 1957.5 "Untergiesing" 0 0 0 0 1 0 0
671.67 9.73 69 2 1918 "Untergiesing" 0 0 0 0 1 0 0
2004.09 16.03 125 4 1924 "Schwabing West" 1 0 0 0 1 0 1
875 11.67 75 3 1939 "Maxvorstadt" 1 0 0 0 1 0 0
985 13.13 75 3 2010 "Laim" 1 0 0 0 1 1 0
1061.17 14.15 75 3 2006.5 "Hadern" 1 0 0 0 1 0 0
1600 18.18 88 3 1918 "Obergiesing" 0 0 0 0 1 1 1
765.65 15.95 48 2 1918 "Au-Haidhausen" 0 1 0 0 1 0 1
530 10.6 50 2 1983 "Untergiesing" 0 0 0 0 1 0 0
1004.98 9.22 109 4 1924 "Schwanthalerhöhe" 0 0 0 0 1 0 0
1360 14.02 97 3 1918 "Schwanthalerhöhe" 0 0 0 0 1 1 0
779.5 12.37 63 2 1972 "Schwanthalerhöhe" 0 0 0 0 1 0 0
382.95 14.18 27 1 1957.5 "Maxvorstadt" 1 0 0 0 1 0 1
3200 16.75 191 6 1918 "Schwabing West" 1 0 0 0 1 0 0
430 14.33 30 1 1983 "Schwabing-Freimann" 0 1 0 0 1 0 1
460 11.5 40 1 1939 "Maxvorstadt" 0 0 0 0 1 0 1
630 11.89 53 2 1957.5 "Maxvorstadt" 0 0 0 0 1 0 1
421.82 11.4 37 1 1924 "Schwanthalerhöhe" 0 0 0 1 1 0 0
990 12.07 82 3 1918 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
756 12 63 2 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 1 0
1050 12.07 87 3 1939 "Au-Haidhausen" 1 0 0 0 0 0 1
456 6 76 3 1939 "Au-Haidhausen" 1 0 0 0 1 0 0
900 12.33 73 3 1957.5 "Bogenhausen" 1 0 0 0 0 0 0
306.86 7.31 42 2 1972 "Schwabing West" 1 0 0 0 1 0 1
930 14.31 65 2 1992.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 1
1500 15 100 3 1918 "Sendling" 0 0 0 0 1 0 0
474.85 12.83 37 1 1992.5 "Ramersdorf-Perlach" 1 0 0 0 1 0 1
660 7.25 91 3 1983 "Ramersdorf-Perlach" 0 0 0 0 1 1 0
881 9.08 97 4 1957.5 "Obergiesing" 0 0 0 0 1 1 0
675 10.89 62 2 1992.5 "Pasing-Obermenzing" 0 0 0 0 1 0 1
879.81 9.46 93 4 1918 "Maxvorstadt" 1 0 0 1 1 0 0
928.35 13.26 70 3 1918 "Maxvorstadt" 1 0 0 1 1 0 0
700 10.45 67 3 1957.5 "Schwabing West" 0 0 0 0 1 0 0
606 10.27 59 3 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
576.28 9.29 62 2 1957.5 "Obergiesing" 0 0 0 0 1 0 0
1300 11.82 110 5 1957.5 "Obergiesing" 0 0 0 0 1 1 1
1500 11.54 130 3 1992.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 1 0
760 12.67 60 2 2000.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 1 0
675 13.24 51 2 1972 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
650 12.26 53 2 1957.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
657.22 11.95 55 1 2006.5 "Bogenhausen" 0 0 0 0 1 0 0
982 12.75 77 3 1972 "Bogenhausen" 1 0 0 0 1 0 1
702 8.56 82 4 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 0 0 0
750 9.38 80 3 1957.5 "Aubing..." 0 0 0 0 1 0 0
1735 16.21 107 4 2010 "Pasing-Obermenzing" 0 1 0 0 1 0 0
670 11.75 57 2 2000.5 "Trudering-Riem" 1 0 0 0 1 0 1
1190 11.55 103 4 1992.5 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
540 12.56 43 2 1957.5 "Ramersdorf-Perlach" 0 0 0 0 1 0 1
1200 12.24 98 4 1957.5 "Hadern" 1 0 0 0 1 1 1
669.2 13.94 48 2 1939 "Obergiesing" 0 0 0 0 1 1 1
690 11.9 58 2 2006.5 "Obergiesing" 0 0 0 0 1 1 1
252 12.6 20 1 1957.5 "Sendling-Westpark" 1 0 0 0 1 0 0
1000 13.16 76 3 1957.5 "Hadern" 1 0 0 0 1 1 1
956 13.86 69 3 1957.5 "Sendling-Westpark" 1 0 0 0 1 1 0
740.7 8.42 88 3 1972 "Trudering-Riem" 1 0 0 0 1 0 1
950 15.57 61 2 2000.5 "Trudering-Riem" 1 0 0 0 1 1 1
615 10.25 60 3 1957.5 "Schwabing West" 0 0 0 0 0 0 0
1200 13.79 87 3 1972 "Maxvorstadt" 1 0 0 0 1 0 0
637 12.02 53 2 1918 "Maxvorstadt" 1 0 0 0 0 0 0
582.19 6.77 86 3 1992.5 "Thalkirchen..." 0 0 0 0 1 0 0
739 9.99 74 3 2000.5 "Thalkirchen..." 0 0 0 0 1 0 0
780 11.82 66 3 1992.5 "Thalkirchen..." 1 0 0 0 1 0 0
1050 14 75 3 1992.5 "Thalkirchen..." 0 1 0 0 1 0 1
890 12.36 72 2 1992.5 "Thalkirchen..." 0 1 0 0 1 1 1
823.45 7.49 110 5 1957.5 "Obergiesing" 0 0 0 0 1 1 0
454.29 7.97 57 2 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 0 0
758.52 10.54 72 3 1972 "Schwabing West" 1 0 0 0 1 0 0
580 16.57 35 1 1972 "Schwabing West" 0 0 0 0 1 0 1
765 15.61 49 2 1972 "Schwabing West" 1 0 0 0 1 0 0
870 11.6 75 3 1983 "Trudering-Riem" 1 0 0 0 1 0 1
1125 10.51 107 5 1972 "Sendling-Westpark" 0 0 0 0 1 1 0
1200 12.37 97 3 1918 "Obergiesing" 0 0 0 0 1 0 0
850 10.9 78 2 1918 "Au-Haidhausen" 0 0 0 1 1 0 0
538 10.35 52 2 1972 "Thalkirchen..." 1 0 0 0 1 0 0
716.19 12.79 56 2 1957.5 "Obergiesing" 0 0 0 0 1 0 0
830 11.37 73 3 1983 "Berg am Laim" 0 0 0 0 1 0 0
720 13.09 55 2 1957.5 "Berg am Laim" 0 0 0 0 1 0 1
773.59 6.34 122 5 1957.5 "Obergiesing" 0 0 0 0 1 0 0
610 11.73 52 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 1 1 0 1
700 12.73 55 2 1918 "Schwanthalerhöhe" 0 0 0 0 0 0 1
909 11.96 76 2 2006.5 "Laim" 0 0 0 0 1 0 0
630 11.67 54 2 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
310.4 4.19 74 3 1918 "Schwanthalerhöhe" 0 0 0 0 1 0 0
760 9.5 80 3 1918 "Schwanthalerhöhe" 0 0 0 1 1 0 0
445 12.03 37 1 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 1
1324.74 17.2 77 3 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
911.91 11.12 82 3 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
463.58 12.2 38 2 2000.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
660 12.94 51 2 1957.5 "Maxvorstadt" 1 0 0 1 1 1 1
450 8.04 56 2 1972 "Berg am Laim" 0 0 0 0 0 0 0
632.77 11.3 56 2 2000.5 "Trudering-Riem" 0 0 0 0 1 0 0
1120 8.96 125 4 1983 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
1230.82 11.09 111 5 1983 "Thalkirchen..." 0 1 0 0 1 0 0
659.2 14.65 45 2 1972 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
795.48 12.63 63 2 1957.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
834.96 12.65 66 2 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 1 0
715 12.33 58 2 1992.5 "Sendling-Westpark" 1 0 0 0 1 0 1
450 12.86 35 1 1992.5 "Moosach" 0 0 0 0 1 0 0
850 8.67 98 5 1972 "Moosach" 0 0 0 0 0 0 0
655 11.49 57 2 1992.5 "Trudering-Riem" 1 0 0 0 1 0 0
995 11.57 86 3 2000.5 "Pasing-Obermenzing" 0 0 0 0 1 0 1
725 12.08 60 2 2012.5 "Pasing-Obermenzing" 1 0 0 0 1 1 0
875 12.5 70 2 1957.5 "Altstadt-Lehel" 0 1 0 0 1 0 1
854.93 13.57 63 3 1939 "Au-Haidhausen" 1 0 0 0 1 0 1
725 12.08 60 2 1957.5 "Trudering-Riem" 0 0 0 0 1 0 1
472.36 8.75 54 2 1939 "Laim" 0 0 0 1 1 0 0
1280 14.22 90 3 2000.5 "Laim" 0 0 0 1 1 0 1
1190 11.9 100 4 1972 "Thalkirchen..." 0 0 0 0 1 0 1
950 11.45 83 3 2010 "Thalkirchen..." 1 0 0 0 1 1 1
515 10.96 47 2 1992.5 "Bogenhausen" 0 0 0 1 1 0 1
830 10.38 80 4 2000.5 "Trudering-Riem" 0 0 0 0 1 1 0
